title,genre,director,year,duration,gross,budget,cast_facebook_likes,votes,reviews,rating
Underworld: Awakening,Action,Mans Marlind,2012,88,62321039,70000000,5861,117096,513,6.4
Compliance,Biography,Craig Zobel,2012,90,318622,270000,1734,24668,461,6.4
The Brass Teapot,Comedy,Ramaa Mosley,2012,101,6643,900000,4184,11965,101,6.4
Diary of a Wimpy Kid: Dog Days,Comedy,David Bowers,2012,94,49002815,22000000,3153,15665,123,6.4
The Dictator,Comedy,Larry Charles,2012,99,59617068,65000000,1375,213863,623,6.4
The Raven,Crime,James McTeigue,2012,110,16005978,26000000,2356,72886,455,6.4
Act of Valor,Action,Mike McCoy,2012,110,70011073,12000000,146,57996,565,6.5
Safe,Action,Boaz Yakin,2012,94,17120019,30000000,27759,83097,392,6.5
Premium Rush,Action,David Koepp,2012,91,20275446,35000000,24669,95274,426,6.5
Here Comes the Boom,Action,Frank Coraci,2012,105,45290318,42000000,6727,74169,266,6.5
Big Miracle,Biography,Ken Kwapis,2012,107,20113965,40000000,1702,15231,191,6.5
Savages,Crime,Oliver Stone,2012,141,47307550,45000000,1948,104301,608,6.5
Middle of Nowhere,Drama,Ava DuVernay,2012,97,78030,200000,3021,1034,47,6.5
The Lucky One,Drama,Scott Hicks,2012,101,60443237,25000000,1852,76882,276,6.5
Step Up Revolution,Drama,Scott Speer,2012,99,35057332,33000000,4863,45394,193,6.5
Man on a Ledge,Action,Asger Leth,2012,102,18600911,42000000,362,125198,411,6.6
John Carter,Action,Andrew Stanton,2012,132,73058679,263700000,1873,212204,1200,6.6
Ice Age: Continental Drift,Adventure,Steve Martino,2012,88,161317423,95000000,25354,145321,372,6.6
Think Like a Man,Comedy,Tim Story,2012,122,91547205,12000000,5165,34579,139,6.6
The Odd Life of Timothy Green,Comedy,Peter Hedges,2012,105,51853450,25000000,9069,37398,279,6.6
Arbitrage,Drama,Nicholas Jarecki,2012,107,7918283,12000000,2440,41574,433,6.6
Promised Land,Drama,Gus Van Sant,2012,106,7556708,15000000,14544,30284,344,6.6
The Expendables 2,Action,Simon West,2012,103,85017401,92000000,57881,246803,857,6.7
The Bourne Legacy,Action,Tony Gilroy,2012,135,113165635,125000000,12175,229823,940,6.7
Seeking a Friend for the End of the World,Adventure,Lorene Scafaria,2012,101,6619173,10000000,7747,87203,486,6.7
Project X,Comedy,Nima Nourizadeh,2012,93,54724272,12000000,2043,157051,490,6.7
American Reunion,Comedy,Jon Hurwitz,2012,113,56724080,50000000,8398,172112,472,6.7
Safe House,Action,Daniel Espinosa,2012,115,126149655,85000000,36237,166693,574,6.8
Men in Black 3,Action,Barry Sonnenfeld,2012,106,179020854,225000000,12572,268154,792,6.8
The Vow,Drama,Michael Sucsy,2012,104,125014030,30000000,18322,145852,378,6.8
Sinister,Horror,Scott Derrickson,2012,110,48056940,3000000,2239,155153,935,6.8
Madagascar 3: Europe's Most Wanted,Adventure,Eric Darnell,2012,93,216366733,145000000,2444,119213,365,6.9
The Iceman,Biography,Ariel Vromen,2012,106,1939441,10000000,23187,55567,365,6.9
Jack Reacher,Action,Christopher McQuarrie,2012,130,80033643,60000000,16385,226570,835,7
Jack Reacher,Action,Christopher McQuarrie,2012,130,80033643,60000000,16385,226583,835,7
The Amazing Spider-Man,Action,Marc Webb,2012,153,262030663,230000000,28489,451803,1824,7
ParaNorman,Adventure,Chris Butler,2012,92,55994557,60000000,13597,72287,504,7
Prometheus,Adventure,Ridley Scott,2012,124,126464904,130000000,24098,456260,3101,7
Frankenweenie,Animation,Tim Burton,2012,87,35287788,39000000,4774,73886,535,7
Safety Not Guaranteed,Comedy,Colin Trevorrow,2012,86,4007792,750000,2714,101287,531,7
Ted,Comedy,Seth MacFarlane,2012,112,218628680,50000000,21773,471644,1080,7
The Cabin in the Woods,Fantasy,Drew Goddard,2012,95,42043633,30000000,29551,277172,1620,7
Hotel Transylvania,Animation,Genndy Tartakovsky,2012,91,148313048,85000000,37142,164148,424,7.1
Robot & Frank,Comedy,Jake Schreier,2012,89,3325638,2500000,1980,52509,336,7.1
The Words,Drama,Brian Klugman,2012,102,11434867,6000000,51355,59637,346,7.1
Chronicle,Drama,Josh Trank,2012,89,64572496,12000000,2054,204327,885,7.1
The Master,Drama,Paul Thomas Anderson,2012,144,16377274,32000000,427,105144,951,7.1
21 Jump Street,Action,Phil Lord,2012,109,138447667,42000000,19968,408302,720,7.2
Brave,Adventure,Mark Andrews,2012,93,237282182,185000000,5005,273556,916,7.2
The Sessions,Biography,Ben Lewin,2012,95,5997134,1000000,1899,36381,463,7.2
Chasing Mavericks,Biography,Michael Apted,2012,116,6002756,20000000,21200,24997,191,7.2
Pitch Perfect,Comedy,Jason Moore,2012,112,64998368,17000000,12676,213898,473,7.2
The Hunger Games,Adventure,Gary Ross,2012,142,407999255,78000000,49942,701607,2632,7.3
Rise of the Guardians,Adventure,Peter Ramsey,2012,97,103400692,145000000,20645,123553,430,7.3
The Place Beyond the Pines,Crime,Derek Cianfrance,2012,140,21383298,15000000,34413,187170,793,7.3
Beasts of the Southern Wild,Drama,Benh Zeitlin,2012,93,12784397,1800000,2658,70336,932,7.3
Flight,Drama,Robert Zemeckis,2012,138,93749203,31000000,20952,264047,940,7.3
Looper,Action,Rian Johnson,2012,119,66468315,30000000,37387,428916,1256,7.4
Lincoln,Biography,Steven Spielberg,2012,150,182204440,65000000,25517,197412,1258,7.4
Mud,Drama,Jeff Nichols,2012,130,21589307,10000000,13960,135286,629,7.4
Zero Dark Thirty,Drama,Kathryn Bigelow,2012,157,95720716,40000000,2759,216032,1198,7.4
Burn,Documentary,Tom Putnam,2012,86,111300,225000,2,575,28,7.5
Les Miserables,Drama,Tom Hooper,2012,158,148775460,61000000,46204,243834,1333,7.6
Argo,Biography,Ben Affleck,2012,130,136019448,44500000,3133,452465,1351,7.7
End of Watch,Crime,David Ayer,2012,109,40983001,7000000,27788,181025,691,7.7
Moonrise Kingdom,Adventure,Wes Anderson,2012,94,45507053,16000000,27911,237848,864,7.8
Wreck-It Ralph,Adventure,Rich Moore,2012,101,189412677,165000000,4451,272534,722,7.8
Silver Linings Playbook,Comedy,David O. Russell,2012,122,132088910,21000000,72115,533607,1231,7.8
Life of Pi,Adventure,Ang Lee,2012,127,124976634,120000000,2121,440084,1307,8
The Perks of Being a Wallflower,Drama,Stephen Chbosky,2012,102,17738570,13000000,13631,351274,821,8
The Avengers,Action,Joss Whedon,2012,173,623279547,220000000,87697,995415,2425,8.1
The Dark Knight Rises,Action,Christopher Nolan,2012,164,448130642,250000000,106759,1144337,3514,8.5
Django Unchained,Drama,Quentin Tarantino,2012,165,162804648,100000000,40978,955174,1958,8.5
Scary Movie 5,Comedy,Malcolm D. Lee,2013,88,32014289,20000000,34319,50337,330,3.5
The Canyons,Drama,Paul Schrader,2013,99,49494,250000,2862,8511,249,3.9
One Direction: This Is Us,Documentary,Morgan Spurlock,2013,106,28873374,10000000,2787,22161,151,4.1
Movie 43,Comedy,Elizabeth Banks,2013,94,8828771,6000000,41059,79146,532,4.3
Getaway,Action,Courtney Solomon,2013,90,10494494,18000000,676,19586,255,4.4
Black Nativity,Drama,Kasi Lemmons,2013,93,7017178,17500000,1373,1633,57,4.4
A Madea Christmas,Comedy,Tyler Perry,2013,100,52528330,25000000,3202,4265,51,4.7
Texas Chainsaw 3D,Horror,John Luessenhop,2013,92,34334256,11000000,1945,35131,537,4.8
After Earth,Action,M. Night Shyamalan,2013,100,60522097,130000000,14168,158720,1093,4.9
Baggage Claim,Comedy,David E. Talbert,2013,96,21564616,8500000,8097,7098,93,5
Battle of the Year,Drama,Benson Lee,2013,110,8888355,20000000,3177,7894,90,5
A Haunted House,Comedy,Michael Tiddes,2013,86,40041683,2500000,3421,34620,236,5.1
Walking with Dinosaurs 3D,Adventure,Barry Cook,2013,87,36073232,80000000,1971,8913,179,5.2
A Good Day to Die Hard,Action,John Moore,2013,101,67344392,92000000,15481,165618,915,5.3
Peeples,Comedy,Tina Gordon Chism,2013,95,9123834,15000000,3322,4065,76,5.3
The Counselor,Crime,Ridley Scott,2013,138,16969390,25000000,27797,80861,767,5.3
The Green Inferno,Adventure,Eli Roth,2013,100,7186670,6000000,2082,21468,449,5.4
The Smurfs 2,Adventure,Raja Gosnell,2013,105,71017784,105000000,914,27257,184,5.4
Grown Ups 2,Comedy,Dennis Dugan,2013,101,133668525,80000000,39269,107817,394,5.4
R.I.P.D.,Action,Robert Schwentke,2013,96,33592415,130000000,31549,91640,418,5.6
The Big Wedding,Comedy,Justin Zackham,2013,89,21784432,35000000,74181,37493,241,5.6
Runner Runner,Crime,Brad Furman,2013,88,19316646,30000000,5706,52069,279,5.6
Admission,Comedy,Paul Weitz,2013,107,18004225,13000000,3004,28573,237,5.7
Identity Thief,Comedy,Seth Gordon,2013,120,134455175,35000000,5826,97664,507,5.7
The Purge,Horror,James DeMonaco,2013,85,64423650,3000000,3708,139329,939,5.7
G.I. Joe: Retaliation,Action,Jon M. Chu,2013,122,122512052,130000000,31958,146352,639,5.8
The To Do List,Comedy,Maggie Carey,2013,104,3447339,1500000,2667,29517,176,5.8
The Host,Action,Andrew Niccol,2013,125,26616999,40000000,1300,92461,645,5.9
Escape from Planet Earth,Adventure,Cal Brunker,2013,89,57011847,40000000,3361,20615,127,5.9
Free Birds,Adventure,Jimmy Hayward,2013,91,55747724,55000000,3104,18042,191,5.9
Percy Jackson: Sea of Monsters,Adventure,Thor Freudenthal,2013,106,68558662,90000000,10882,86627,387,5.9
21 & Over,Comedy,Jon Lucas,2013,93,25675765,13000000,2730,60407,252,5.9
The Incredible Burt Wonderstone,Comedy,Don Scardino,2013,100,22525921,30000000,32094,60596,418,5.9
Carrie,Drama,Kimberly Peirce,2013,100,35266619,30000000,20051,108242,730,5.9
Carrie,Drama,Kimberly Peirce,2013,100,35266619,30000000,20051,108248,730,5.9
Home Run,Drama,David Boyd,2013,113,2859955,1200000,2681,2417,42,6
The Mortal Instruments: City of Bones,Fantasy,Harald Zwart,2013,130,31165421,60000000,10247,107028,669,6
Parker,Action,Taylor Hackford,2013,118,17609982,35000000,28479,90046,365,6.2
The Fifth Estate,Biography,Bill Condon,2013,128,3254172,28000000,36337,29282,329,6.2
Broken City,Crime,Allen Hughes,2013,109,19692608,35000000,2073,63548,432,6.2
Beautiful Creatures,Drama,Richard LaGravenese,2013,124,19445217,60000000,3580,67796,489,6.2
47 Ronin,Action,Carl Rinsch,2013,128,38297305,175000000,20965,116994,542,6.3
Jack the Giant Slayer,Adventure,Bryan Singer,2013,114,65171860,195000000,1766,106416,543,6.3
Anchorman 2: The Legend Continues,Comedy,Adam McKay,2013,143,2175312,50000000,28176,131227,618,6.3
The Internship,Comedy,Shawn Levy,2013,125,44665963,58000000,5081,159931,527,6.3
Riddick,Action,David Twohy,2013,127,41997790,38000000,17551,125305,645,6.4
The Last Stand,Action,Jee-woon Kim,2013,107,12026670,45000000,1643,114241,634,6.4
White House Down,Action,Roland Emmerich,2013,131,73103784,150000000,18204,164238,773,6.4
Oz the Great and Powerful,Adventure,Sam Raimi,2013,130,234903076,215000000,73441,175409,1036,6.4
Oz the Great and Powerful,Adventure,Sam Raimi,2013,130,234903076,215000000,73441,175413,1036,6.4
Delivery Man,Comedy,Ken Scott,2013,105,30659817,26000000,1006,59805,263,6.4
Grudge Match,Comedy,Peter Segal,2013,113,29802761,40000000,36009,46480,326,6.4
Snitch,Action,Ric Roman Waugh,2013,112,42919096,15000000,15800,64747,360,6.5
Snitch,Action,Ric Roman Waugh,2013,112,42919096,15000000,15800,64748,360,6.5
Homefront,Action,Gary Fleder,2013,100,19783777,22000000,39989,82804,357,6.5
Dead Man Down,Action,Niels Arden Oplev,2013,118,10880926,30000000,4253,54147,344,6.5
Olympus Has Fallen,Action,Antoine Fuqua,2013,119,98895417,70000000,31782,203154,1056,6.5
The Lone Ranger,Action,Gore Verbinski,2013,150,89289910,215000000,45757,181792,1161,6.5
Turbo,Adventure,David Soren,2013,96,83024900,135000000,17416,62424,256,6.5
Cloudy with a Chance of Meatballs 2,Animation,Cody Cameron,2013,95,119793567,78000000,848,64387,254,6.5
Pain & Gain,Comedy,Michael Bay,2013,129,49874933,26000000,13573,161168,622,6.5
Oculus,Horror,Mike Flanagan,2013,104,27689474,5000000,2071,85688,675,6.5
Evil Dead,Horror,Fede Alvarez,2013,96,54239856,17000000,673,125016,1332,6.5
Kick-Ass 2,Action,Jeff Wadlow,2013,103,28751715,28000000,19168,202967,728,6.6
The Heat,Action,Paul Feig,2013,123,159578352,43000000,4825,133177,650,6.6
Elysium,Action,Neill Blomkamp,2013,109,93050117,115000000,17689,338087,1290,6.6
Don Jon,Comedy,Joseph Gordon-Levitt,2013,90,24475193,3000000,44265,190494,678,6.6
Bad Grandpa,Comedy,Jeff Tremaine,2013,102,101978840,15000000,1018,77724,319,6.6
Last Vegas,Comedy,Jon Turteltaub,2013,105,63910583,28000000,35694,106755,395,6.6
The Immigrant,Drama,James Gray,2013,120,1984743,16000000,11019,20616,300,6.6
Insidious: Chapter 2,Fantasy,James Wan,2013,106,83574831,5000000,2975,109214,587,6.6
Gangster Squad,Action,Ruben Fleischer,2013,113,45996718,60000000,34738,173530,679,6.7
RED 2,Action,Dean Parisot,2013,116,53215979,84000000,25220,125036,439,6.7
Ender's Game,Action,Gavin Hood,2013,114,61656849,110000000,12908,184561,880,6.7
The Wolverine,Action,James Mangold,2013,138,132550960,120000000,23755,328067,973,6.7
Epic,Adventure,Chris Wedge,2013,102,107515297,100000000,14552,85833,316,6.7
Kevin Hart: Let Me Explain,Comedy,Leslie Small,2013,75,32230907,2500000,1385,6062,56,6.7
Bad Words,Comedy,Jason Bateman,2013,89,7764027,10000000,2061,38459,245,6.7
The Best Man Holiday,Comedy,Malcolm D. Lee,2013,123,70492685,17000000,5306,11600,120,6.7
This Is the End,Comedy,Evan Goldberg,2013,107,101470202,32000000,38751,310540,1087,6.7
The Call,Crime,Brad Anderson,2013,94,51872378,13000000,2812,88241,551,6.7
Safe Haven,Drama,Lasse Hallstrom,2013,115,71346930,28000000,1554,78008,344,6.7
Cheap Thrills,Comedy,E.L. Katz,2013,88,59379,200000,4729,12796,245,6.8
Out of the Furnace,Crime,Scott Cooper,2013,116,11326836,22000000,24134,83171,519,6.8
Warm Bodies,Comedy,Jonathan Levine,2013,98,66359959,35000000,337,184641,778,6.9
Joe,Drama,David Gordon Green,2013,117,371897,4000000,13607,36494,350,6.9
Labor Day,Drama,Jason Reitman,2013,111,13362308,18000000,39307,31898,328,6.9
Oblivion,Action,Joseph Kosinski,2013,124,89021735,120000000,22004,387436,1431,7
Pacific Rim,Action,Guillermo del Toro,2013,131,101785482,190000000,19166,381148,1681,7
World War Z,Action,Marc Forster,2013,123,202351611,190000000,32392,465019,1649,7
We're the Millers,Comedy,Rawson Marshall Thurber,2013,118,150368971,37000000,3425,316671,590,7
Thor: The Dark World,Action,Alan Taylor,2013,112,206360018,170000000,59803,414070,1018,7.1
The Spectacular Now,Comedy,James Ponsoldt,2013,95,6851969,2500000,10040,105591,398,7.1
Enough Said,Comedy,Nicole Holofcener,2013,93,17536788,8000000,1183,49240,373,7.1
Blue Ruin,Crime,Jeremy Saulnier,2013,90,258113,1066167,1528,42678,414,7.1
Side Effects,Crime,Steven Soderbergh,2013,106,32154410,30000000,18469,148327,724,7.1
Side Effects,Crime,Steven Soderbergh,2013,106,32154410,30000000,18469,148334,724,7.1
Iron Man 3,Action,Shane Black,2013,195,408992272,200000000,30426,557489,1795,7.2
Man of Steel,Action,Zack Snyder,2013,143,291021565,225000000,20495,548573,3269,7.2
Lee Daniels' The Butler,Biography,Lee Daniels,2013,132,116631310,30000000,20035,87665,627,7.2
The Secret Life of Walter Mitty,Adventure,Ben Stiller,2013,114,58229120,90000000,5095,236421,877,7.3
The Croods,Adventure,Kirk De Micco,2013,98,187165546,135000000,43286,150618,452,7.3
Monsters University,Adventure,Dan Scanlon,2013,104,268488329,200000000,14863,235025,641,7.3
American Hustle,Crime,David O. Russell,2013,138,150117807,40000000,83012,358416,1289,7.3
Now You See Me,Crime,Louis Leterrier,2013,125,117698894,75000000,13312,447979,1013,7.3
Blue Jasmine,Drama,Woody Allen,2013,98,33404871,18000000,1353,150082,799,7.3
August: Osage County,Drama,John Wells,2013,121,37738400,25000000,39690,67797,607,7.3
The Way Way Back,Comedy,Nat Faxon,2013,103,21501098,5000000,8375,115813,492,7.4
20 Feet from Stardom,Documentary,Morgan Neville,2013,91,4946250,1000000,198,9540,229,7.4
Begin Again,Drama,John Carney,2013,104,16168741,8000000,517,99430,465,7.4
Inside Llewyn Davis,Drama,Ethan Coen,2013,104,13214255,11000000,4082,96233,848,7.4
Despicable Me 2,Animation,Pierre Coffin,2013,98,368049635,76000000,11905,286877,590,7.5
Fruitvale Station,Biography,Ryan Coogler,2013,85,16097842,900000,687,53919,495,7.5
Saving Mr. Banks,Biography,John Lee Hancock,2013,125,83299761,35000000,19809,117719,711,7.5
The Conjuring,Horror,James Wan,2013,112,137387272,20000000,9049,300110,1318,7.5
Lone Survivor,Action,Peter Berg,2013,121,125069696,40000000,1261,203963,739,7.6
The Hunger Games: Catching Fire,Adventure,Francis Lawrence,2013,146,424645577,130000000,49355,498397,1208,7.6
Frozen,Adventure,Chris Buck,2013,102,400736600,150000000,2582,421658,1310,7.6
The Book Thief,Drama,Brian Percival,2013,131,21483154,19000000,1985,98741,488,7.6
Star Trek Into Darkness,Action,J.J. Abrams,2013,132,228756232,190000000,21411,395573,1761,7.8
Nebraska,Adventure,Alexander Payne,2013,115,17613460,12000000,3798,91082,707,7.8
The Hobbit: The Desolation of Smaug,Adventure,Peter Jackson,2013,186,258355354,225000000,9152,483540,1460,7.9
Captain Phillips,Biography,Paul Greengrass,2013,134,107100855,55000000,16281,323353,1018,7.9
Before Midnight,Drama,Richard Linklater,2013,109,8114507,3000000,328,95362,675,7.9
Dallas Buyers Club,Biography,Jean-Marc Vallee,2013,117,27296514,5000000,17738,326494,811,8
Her,Drama,Spike Jonze,2013,126,25556065,23000000,19359,355126,1322,8
12 Years a Slave,Biography,Steve McQueen,2013,134,56667870,20000000,4251,439176,1292,8.1
Prisoners,Crime,Denis Villeneuve,2013,153,60962878,46000000,37321,383591,1074,8.1
The Wolf of Wall Street,Biography,Martin Scorsese,2013,240,116866727,100000000,46057,780588,1744,8.2
Left Behind,Action,Vic Armstrong,2014,110,13998282,16000000,15044,24854,543,3.1
Devil's Due,Horror,Matt Bettinelli-Olpin,2014,89,15818967,7000000,2517,13913,257,4
The Legend of Hercules,Action,Renny Harlin,2014,99,18821279,70000000,1520,44891,358,4.2
Ouija,Fantasy,Stiles White,2014,89,50820940,5000000,5056,31915,342,4.4
A Haunted House 2,Comedy,Michael Tiddes,2014,86,17314483,4000000,4073,14621,117,4.7
Locker 13,Thriller,Bruce Dellis,2014,95,2468,300000,2048,241,15,4.8
Tammy,Comedy,Ben Falcone,2014,100,84518155,20000000,2654,35965,292,4.9
Paranormal Activity: The Marked Ones,Fantasy,Christopher Landon,2014,101,32453345,5000000,2161,31791,375,5
Sex Tape,Comedy,Jake Kasdan,2014,94,38543473,40000000,1488,84382,359,5.1
Annie,Comedy,Will Gluck,2014,118,85911262,65000000,4796,24735,389,5.2
Addicted,Drama,Bille Woodruff,2014,106,17382982,5000000,2840,5975,42,5.2
Tusk,Comedy,Kevin Smith,2014,102,1821983,3000000,43810,31089,515,5.4
Annabelle,Horror,John R. Leonetti,2014,99,84263837,6500000,2323,81699,562,5.4
Seventh Son,Action,Sergey Bodrov,2014,102,17176900,95000000,17098,54501,329,5.5
Son of God,Biography,Christopher Spencer,2014,170,59696176,22000000,775,15448,235,5.6
Happy Christmas,Comedy,Joe Swanberg,2014,82,30084,70000,11642,5507,88,5.6
No Good Deed,Crime,Sam Miller,2014,84,52543632,13200000,2297,12676,142,5.6
Sabotage,Action,David Ayer,2014,109,10499968,35000000,1458,47498,445,5.7
Sabotage,Action,David Ayer,2014,109,10499968,35000000,1458,47502,445,5.7
Transformers: Age of Extinction,Action,Michael Bay,2014,165,245428137,210000000,3988,242420,1296,5.7
And So It Goes,Comedy,Rob Reiner,2014,94,15155772,18000000,1673,8895,155,5.7
Think Like a Man Too,Comedy,Tim Story,2014,106,65182182,24000000,4830,15310,90,5.7
Dumb and Dumber To,Comedy,Bobby Farrelly,2014,109,86208010,35000000,16179,97045,503,5.7
Unfriended,Horror,Levan Gabriadze,2014,83,31537320,1000000,1565,44329,579,5.7
Into the Storm,Action,Steven Quale,2014,89,47553512,50000000,1367,54101,438,5.8
Noah,Action,Darren Aronofsky,2014,138,101160529,125000000,32355,200022,1674,5.8
Earth to Echo,Adventure,Dave Green,2014,91,38916903,13000000,1921,15664,261,5.8
